Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,20,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0860,0.0910,0.1000,0.0980,0.0990,0.0990,,,,,,,
B,0.6560,0.6620,0.6610,0.6530,0.6410,0.1750,0.1710,0.1730,0.1740,0.1700,,,
C,0.5170,0.5330,0.5270,0.5180,0.5180,0.1690,0.1640,0.1660,0.1620,0.1350,,,
D,0.6100,0.6310,0.6250,0.6040,0.5730,0.1760,0.1730,0.1730,0.1700,0.1530,,,
E,0.4470,0.4410,0.4280,0.4260,0.4320,0.1450,0.1420,0.1400,0.1350,0.1230,,,
F,0.4630,0.5560,0.5740,0.5410,0.5270,0.1350,0.1320,0.1290,0.1210,0.1190,,,
G,0.5790,0.5830,0.6080,0.5390,0.5130,0.1310,0.1260,0.1230,0.1220,0.1140,,,
H,0.5790,0.5490,0.5400,0.5200,0.4990,0.1310,0.1330,0.1310,0.1320,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,21,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0880,0.0910,0.0980,0.0960,0.0980,0.0990,,,,,,,
B,0.6620,0.6640,0.6630,0.6540,0.6440,0.1770,0.1700,0.1730,0.1730,0.1710,,,
C,0.5140,0.5310,0.5220,0.5140,0.5140,0.1700,0.1630,0.1640,0.1610,0.1350,,,
D,0.6090,0.6360,0.6280,0.6070,0.5730,0.1770,0.1720,0.1720,0.1730,0.1550,,,
E,0.4440,0.4400,0.4230,0.4220,0.4300,0.1440,0.1440,0.1400,0.1390,0.1240,,,
F,0.4660,0.5700,0.5830,0.5540,0.5330,0.1340,0.1330,0.1280,0.1230,0.1200,,,
G,0.5900,0.5950,0.6180,0.5460,0.5140,0.1360,0.1300,0.1250,0.1240,0.1130,,,
H,0.5890,0.5480,0.5410,0.5150,0.4880,0.1300,0.1320,0.1300,0.1320,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,22,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0920,0.1010,0.0960,0.0980,0.0980,,,,,,,
B,0.6630,0.6690,0.6670,0.6570,0.6480,0.1770,0.1700,0.1720,0.1740,0.1680,,,
C,0.5120,0.5270,0.5210,0.5120,0.5100,0.1670,0.1600,0.1620,0.1610,0.1350,,,
D,0.6140,0.6390,0.6320,0.6130,0.5720,0.1750,0.1710,0.1710,0.1720,0.1570,,,
E,0.4420,0.4350,0.4160,0.4170,0.4230,0.1430,0.1420,0.1360,0.1370,0.1230,,,
F,0.4670,0.5830,0.5940,0.5600,0.5350,0.1350,0.1340,0.1250,0.1220,0.1170,,,
G,0.5980,0.6030,0.6260,0.5540,0.5130,0.1350,0.1290,0.1220,0.1220,0.1140,,,
H,0.5950,0.5450,0.5440,0.5110,0.4820,0.1290,0.1320,0.1300,0.1330,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,23,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0880,0.0920,0.1000,0.0960,0.0980,0.0970,,,,,,,
B,0.6640,0.6700,0.6680,0.6600,0.6500,0.1780,0.1720,0.1760,0.1740,0.1740,,,
C,0.5080,0.5240,0.5180,0.5090,0.5060,0.1690,0.1630,0.1640,0.1620,0.1350,,,
D,0.6150,0.6410,0.6360,0.6160,0.5720,0.1750,0.1720,0.1720,0.1710,0.1580,,,
E,0.4410,0.4350,0.4140,0.4130,0.4220,0.1420,0.1410,0.1360,0.1370,0.1240,,,
F,0.4700,0.5940,0.6020,0.5740,0.5440,0.1330,0.1320,0.1270,0.1270,0.1190,,,
G,0.6030,0.6100,0.6320,0.5600,0.5160,0.1300,0.1270,0.1220,0.1230,0.1140,,,
H,0.6000,0.5490,0.5450,0.5070,0.4790,0.1300,0.1310,0.1300,0.1310,0.1260,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,24,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0850,0.0900,0.1000,0.0950,0.0980,0.0990,,,,,,,
B,0.6660,0.6720,0.6680,0.6600,0.6540,0.1790,0.1720,0.1760,0.1750,0.1680,,,
C,0.5060,0.5210,0.5170,0.5080,0.5050,0.1680,0.1610,0.1640,0.1600,0.1350,,,
D,0.6180,0.6440,0.6410,0.6210,0.5750,0.1770,0.1730,0.1720,0.1690,0.1600,,,
E,0.4350,0.4300,0.4090,0.4090,0.4190,0.1430,0.1420,0.1410,0.1370,0.1240,,,
F,0.4710,0.6080,0.6090,0.5830,0.5540,0.1320,0.1320,0.1310,0.1280,0.1190,,,
G,0.6110,0.6180,0.6380,0.5670,0.5160,0.1280,0.1280,0.1250,0.1220,0.1140,,,
H,0.6100,0.5480,0.5510,0.5050,0.4740,0.1290,0.1320,0.1300,0.1330,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,25,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0840,0.0910,0.1000,0.0980,0.1000,0.1000,,,,,,,
B,0.6710,0.6750,0.6720,0.6640,0.6580,0.1840,0.1740,0.1780,0.1770,0.1720,,,
C,0.5040,0.5190,0.5160,0.5060,0.5050,0.1700,0.1630,0.1630,0.1610,0.1350,,,
D,0.6240,0.6520,0.6470,0.6240,0.5800,0.1780,0.1720,0.1710,0.1690,0.1600,,,
E,0.4350,0.4290,0.4060,0.4070,0.4190,0.1440,0.1420,0.1340,0.1310,0.1230,,,
F,0.4700,0.6130,0.6150,0.5890,0.5650,0.1340,0.1300,0.1200,0.1180,0.1180,,,
G,0.6130,0.6240,0.6400,0.5680,0.5180,0.1330,0.1290,0.1200,0.1210,0.1140,,,
H,0.6160,0.5520,0.5520,0.5050,0.4700,0.1300,0.1330,0.1300,0.1310,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,26,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0880,0.0910,0.1000,0.0970,0.0970,0.1000,,,,,,,
B,0.6700,0.6740,0.6720,0.6650,0.6580,0.1830,0.1730,0.1760,0.1780,0.1690,,,
C,0.5020,0.5170,0.5140,0.5050,0.5020,0.1660,0.1610,0.1620,0.1580,0.1310,,,
D,0.6330,0.6560,0.6510,0.6310,0.5810,0.1770,0.1710,0.1710,0.1690,0.1620,,,
E,0.4330,0.4260,0.4010,0.4040,0.4130,0.1420,0.1380,0.1380,0.1360,0.1240,,,
F,0.4760,0.6220,0.6200,0.5890,0.5670,0.1290,0.1280,0.1240,0.1190,0.1170,,,
G,0.6210,0.6320,0.6460,0.5720,0.5190,0.1270,0.1270,0.1220,0.1230,0.1150,,,
H,0.6180,0.5520,0.5600,0.5070,0.4700,0.1290,0.1330,0.1300,0.1320,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,27,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0910,0.1010,0.0960,0.0960,0.0980,,,,,,,
B,0.6720,0.6760,0.6740,0.6670,0.6640,0.1830,0.1730,0.1780,0.1780,0.1750,,,
C,0.5030,0.5150,0.5110,0.5030,0.4980,0.1660,0.1610,0.1610,0.1580,0.1320,,,
D,0.6300,0.6600,0.6570,0.6390,0.5840,0.1760,0.1690,0.1680,0.1660,0.1640,,,
E,0.4310,0.4230,0.3970,0.4010,0.4130,0.1430,0.1400,0.1360,0.1340,0.1230,,,
F,0.4750,0.6300,0.6270,0.5950,0.5740,0.1310,0.1280,0.1180,0.1160,0.1180,,,
G,0.6240,0.6360,0.6490,0.5780,0.5220,0.1280,0.1240,0.1220,0.1230,0.1150,,,
H,0.6170,0.5520,0.5680,0.5090,0.4680,0.1290,0.1330,0.1300,0.1320,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,28,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0920,0.1010,0.0970,0.1010,0.1000,,,,,,,
B,0.6720,0.6790,0.6750,0.6680,0.6710,0.1860,0.1750,0.1810,0.1800,0.1730,,,
C,0.5000,0.5140,0.5110,0.5030,0.5000,0.1690,0.1620,0.1620,0.1600,0.1340,,,
D,0.6360,0.6650,0.6610,0.6430,0.5880,0.1790,0.1730,0.1730,0.1730,0.1640,,,
E,0.4290,0.4220,0.3950,0.4000,0.4130,0.1450,0.1430,0.1420,0.1410,0.1230,,,
F,0.4750,0.6320,0.6290,0.5990,0.5790,0.1340,0.1330,0.1280,0.1250,0.1180,,,
G,0.6250,0.6370,0.6510,0.5790,0.5240,0.1340,0.1300,0.1210,0.1210,0.1160,,,
H,0.6200,0.5550,0.5730,0.5140,0.4710,0.1300,0.1310,0.1290,0.1300,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,29,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0900,0.0920,0.1000,0.0990,0.0990,0.1020,,,,,,,
B,0.6740,0.6780,0.6740,0.6670,0.6720,0.1870,0.1750,0.1790,0.1790,0.1700,,,
C,0.4990,0.5140,0.5070,0.5020,0.4960,0.1670,0.1620,0.1590,0.1590,0.1350,,,
D,0.6370,0.6670,0.6650,0.6490,0.5900,0.1760,0.1700,0.1700,0.1700,0.1650,,,
E,0.4270,0.4190,0.3920,0.3970,0.4080,0.1400,0.1370,0.1360,0.1360,0.1230,,,
F,0.4770,0.6400,0.6310,0.5960,0.5680,0.1290,0.1250,0.1180,0.1150,0.1160,,,
G,0.6290,0.6440,0.6550,0.5810,0.5250,0.1250,0.1240,0.1200,0.1190,0.1160,,,
H,0.6190,0.5550,0.5720,0.5150,0.4740,0.1300,0.1310,0.1300,0.1300,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,30,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0890,0.0930,0.1020,0.0990,0.1010,0.1010,,,,,,,
B,0.6720,0.6780,0.6750,0.6690,0.6730,0.1900,0.1770,0.1840,0.1820,0.1740,,,
C,0.4980,0.5110,0.5070,0.5010,0.4970,0.1680,0.1610,0.1620,0.1610,0.1370,,,
D,0.6360,0.6660,0.6680,0.6550,0.5910,0.1810,0.1720,0.1730,0.1740,0.1670,,,
E,0.4280,0.4170,0.3890,0.3940,0.4090,0.1440,0.1430,0.1400,0.1410,0.1230,,,
F,0.4830,0.6450,0.6350,0.5990,0.5640,0.1320,0.1300,0.1260,0.1210,0.1170,,,
G,0.6350,0.6480,0.6580,0.5860,0.5270,0.1280,0.1250,0.1200,0.1200,0.1160,,,
H,0.6280,0.5570,0.5740,0.5230,0.4720,0.1290,0.1320,0.1300,0.1310,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,31,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0930,0.0940,0.0990,0.0990,0.1010,0.1000,,,,,,,
B,0.6740,0.6790,0.6740,0.6680,0.6750,0.1910,0.1770,0.1840,0.1810,0.1710,,,
C,0.4950,0.5090,0.5040,0.4990,0.4940,0.1700,0.1610,0.1610,0.1590,0.1340,,,
D,0.6370,0.6680,0.6720,0.6570,0.5980,0.1790,0.1730,0.1730,0.1690,0.1700,,,
E,0.4210,0.4130,0.3850,0.3910,0.4060,0.1440,0.1430,0.1380,0.1360,0.1240,,,
F,0.4740,0.6430,0.6360,0.6040,0.5650,0.1300,0.1290,0.1220,0.1200,0.1170,,,
G,0.6320,0.6460,0.6570,0.5850,0.5260,0.1240,0.1230,0.1200,0.1200,0.1150,,,
H,0.6350,0.5570,0.5750,0.5280,0.4720,0.1280,0.1290,0.1290,0.1300,0.1240,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,32,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0910,0.0930,0.1010,0.0980,0.0980,0.0980,,,,,,,
B,0.6730,0.6790,0.6740,0.6680,0.6740,0.1910,0.1750,0.1850,0.1830,0.1750,,,
C,0.4940,0.5090,0.5040,0.4980,0.4930,0.1690,0.1600,0.1620,0.1610,0.1400,,,
D,0.6400,0.6690,0.6750,0.6620,0.6000,0.1780,0.1720,0.1730,0.1740,0.1700,,,
E,0.4230,0.4130,0.3850,0.3880,0.4030,0.1430,0.1400,0.1400,0.1390,0.1250,,,
F,0.4750,0.6470,0.6370,0.6070,0.5690,0.1300,0.1260,0.1220,0.1180,0.1150,,,
G,0.6360,0.6470,0.6580,0.5860,0.5250,0.1280,0.1230,0.1190,0.1210,0.1160,,,
H,0.6370,0.5570,0.5810,0.5310,0.4680,0.1280,0.1310,0.1290,0.1310,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,33,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0820,0.0910,0.0990,0.0950,0.0980,0.1000,,,,,,,
B,0.6700,0.6770,0.6750,0.6660,0.6730,0.1930,0.1760,0.1840,0.1820,0.1700,,,
C,0.4930,0.5070,0.5010,0.4960,0.4910,0.1670,0.1590,0.1600,0.1570,0.1340,,,
D,0.6370,0.6710,0.6780,0.6710,0.6050,0.1770,0.1710,0.1720,0.1720,0.1710,,,
E,0.4170,0.4120,0.3830,0.3890,0.4020,0.1430,0.1400,0.1380,0.1380,0.1240,,,
F,0.4790,0.6470,0.6410,0.6140,0.5730,0.1280,0.1270,0.1200,0.1180,0.1160,,,
G,0.6410,0.6500,0.6600,0.5870,0.5260,0.1250,0.1230,0.1190,0.1190,0.1160,,,
H,0.6380,0.5580,0.5810,0.5330,0.4680,0.1290,0.1310,0.1290,0.1310,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,34,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0850,0.0930,0.1000,0.0970,0.1000,0.1000,,,,,,,
B,0.6710,0.6770,0.6730,0.6670,0.6740,0.1960,0.1750,0.1860,0.1840,0.1710,,,
C,0.4930,0.5070,0.5020,0.4960,0.4900,0.1680,0.1600,0.1620,0.1600,0.1340,,,
D,0.6380,0.6710,0.6810,0.6770,0.6090,0.1790,0.1730,0.1720,0.1720,0.1730,,,
E,0.4230,0.4110,0.3850,0.3870,0.4020,0.1430,0.1400,0.1390,0.1380,0.1250,,,
F,0.4820,0.6550,0.6430,0.6200,0.5790,0.1280,0.1230,0.1210,0.1230,0.1160,,,
G,0.6380,0.6530,0.6620,0.5910,0.5280,0.1270,0.1220,0.1200,0.1190,0.1160,,,
H,0.6430,0.5580,0.5870,0.5380,0.4700,0.1280,0.1310,0.1290,0.1310,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,35,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0870,0.0910,0.0990,0.0970,0.0960,0.0970,,,,,,,
B,0.6710,0.6760,0.6730,0.6680,0.6710,0.1910,0.1760,0.1860,0.1830,0.1730,,,
C,0.4900,0.5060,0.5000,0.4960,0.4880,0.1660,0.1580,0.1600,0.1550,0.1330,,,
D,0.6370,0.6700,0.6820,0.6820,0.6140,0.1770,0.1680,0.1690,0.1700,0.1720,,,
E,0.4190,0.4100,0.3810,0.3840,0.3990,0.1440,0.1380,0.1350,0.1370,0.1240,,,
F,0.4820,0.6530,0.6410,0.6260,0.5860,0.1320,0.1280,0.1210,0.1220,0.1150,,,
G,0.6390,0.6520,0.6620,0.5930,0.5260,0.1280,0.1230,0.1180,0.1180,0.1160,,,
H,0.6500,0.5580,0.5890,0.5380,0.4670,0.1280,0.1300,0.1280,0.1300,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,36,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0820,0.0890,0.0980,0.0970,0.0970,0.0990,,,,,,,
B,0.6710,0.6780,0.6730,0.6670,0.6730,0.1960,0.1770,0.1890,0.1880,0.1780,,,
C,0.4890,0.5060,0.5000,0.4950,0.4890,0.1700,0.1610,0.1620,0.1610,0.1380,,,
D,0.6400,0.6720,0.6850,0.6910,0.6190,0.1810,0.1720,0.1720,0.1710,0.1750,,,
E,0.4170,0.4070,0.3810,0.3850,0.3990,0.1440,0.1410,0.1370,0.1350,0.1240,,,
F,0.4830,0.6520,0.6450,0.6300,0.6030,0.1280,0.1270,0.1180,0.1130,0.1160,,,
G,0.6430,0.6550,0.6630,0.5940,0.5250,0.1260,0.1240,0.1180,0.1170,0.1150,,,
H,0.6590,0.5620,0.5860,0.5400,0.4680,0.1290,0.1310,0.1290,0.1300,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,37,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0820,0.0890,0.0990,0.0960,0.0980,0.1000,,,,,,,
B,0.6670,0.6750,0.6700,0.6630,0.6690,0.2000,0.1780,0.1900,0.1870,0.1730,,,
C,0.4870,0.5040,0.4980,0.4930,0.4880,0.1680,0.1610,0.1620,0.1600,0.1370,,,
D,0.6350,0.6710,0.6860,0.6980,0.6210,0.1810,0.1710,0.1730,0.1740,0.1800,,,
E,0.4130,0.4040,0.3770,0.3810,0.3990,0.1440,0.1420,0.1400,0.1390,0.1240,,,
F,0.4830,0.6460,0.6480,0.6290,0.6010,0.1310,0.1270,0.1240,0.1190,0.1150,,,
G,0.6400,0.6540,0.6640,0.5980,0.5310,0.1290,0.1260,0.1180,0.1200,0.1150,,,
H,0.6590,0.5600,0.5790,0.5330,0.4670,0.1280,0.1300,0.1290,0.1300,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,38,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0840,0.0900,0.0980,0.0970,0.0960,0.0980,,,,,,,
B,0.6680,0.6720,0.6700,0.6630,0.6660,0.2000,0.1780,0.1910,0.1850,0.1770,,,
C,0.4850,0.5020,0.4950,0.4920,0.4840,0.1670,0.1600,0.1600,0.1610,0.1420,,,
D,0.6340,0.6700,0.6870,0.7050,0.6200,0.1810,0.1720,0.1720,0.1730,0.1800,,,
E,0.4140,0.4030,0.3750,0.3790,0.3950,0.1410,0.1410,0.1380,0.1360,0.1240,,,
F,0.4800,0.6460,0.6470,0.6280,0.5990,0.1270,0.1270,0.1190,0.1140,0.1140,,,
G,0.6370,0.6550,0.6600,0.5950,0.5280,0.1240,0.1200,0.1170,0.1160,0.1150,,,
H,0.6600,0.5610,0.5760,0.5370,0.4660,0.1290,0.1290,0.1280,0.1290,0.1250,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas B,0,0,De=1st Ex=Btm Em=N/A,39,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,43509,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0810,0.0890,0.1000,0.0960,0.0970,0.1000,,,,,,,
B,0.6670,0.6740,0.6680,0.6630,0.6660,0.2010,0.1770,0.1900,0.1850,0.1710,,,
C,0.4850,0.5000,0.4960,0.4900,0.4850,0.1660,0.1590,0.1600,0.1570,0.1340,,,
D,0.6320,0.6720,0.6920,0.7110,0.6220,0.1790,0.1710,0.1720,0.1730,0.1830,,,
E,0.4160,0.4040,0.3750,0.3780,0.3930,0.1420,0.1400,0.1390,0.1400,0.1250,,,
F,0.4930,0.6520,0.6520,0.6320,0.5970,0.1280,0.1240,0.1180,0.1130,0.1140,,,
